crop,rainfall,temperature,humidity,ph,N,P,K,yield_category
rice,2318.1,34.58014336081975,50.956840119172924,5.451749364258085,5.971922047182962,32.03996883887358,50.103215858237036,Low
banana,935.6,35.42540693371892,88.96182514498959,6.042507894365739,101.50891459953777,64.88719727029348,50.748611961085366,High
maize,935.6,21.480893034681806,55.80752780560688,7.730168304640152,8.679362916597343,44.30282524006902,47.035511163012636,Low
maize,935.6,27.169314570885454,60.228229326588405,6.650692278183416,113.12068099386276,47.90748627287188,73.6021807640911,High
rice,935.6,22.317381190502594,43.19505736441924,5.79618561292739,107.58855037576637,68.97601692409441,55.58308035251514,Medium
rice,935.6,37.26206851751187,46.133171677670205,5.581647498634123,66.58502034988581,65.44461150615189,35.27997530786976,Low
banana,1965.5,32.46596253655116,68.37240464917805,6.164553167786327,67.5134911147986,14.915864211522477,69.67852883932055,Medium
jute,1965.5,26.617960497052984,54.71759722003843,8.289735305099981,80.18446113995797,58.54359380627257,18.579717433697333,Low
maize,1965.5,21.27116700572047,85.9514124158207,6.200593494065085,49.510751372512004,37.65770966765267,45.81775682078131,Low
rice,1965.5,26.219646434313244,40.80813637602246,8.458434265841223,79.43056259075338,27.098667729687534,76.29127789578173,Low
rice,1965.5,26.503666440534943,60.85017267695649,6.698306595178747,10.148364699175989,8.751411567663975,51.90482224103095,Medium
rice,1965.5,34.59212356676128,58.5540050723001,5.627073714015528,11.215477145218555,41.543717025908826,66.27263378561571,Low
banana,3886.9,32.75114942710427,41.063019700468054,8.118990321277282,57.5814982562476,31.657751054339855,54.01705441588946,Low
rice,3886.9,37.744254851526534,46.84026194502806,6.611243805971894,68.20656462719401,23.86347797573006,67.95281476534177,Medium
rice,3886.9,29.444298503238986,62.750347120524935,7.483849702265836,107.09902863861919,57.100379719771816,75.83659098839327,High
banana,1213.3,22.391884918766035,67.10755214460957,8.442990541232032,17.035972899408073,62.711404048669024,25.46912956495526,Low
maize,1213.3,34.2648957444599,62.2359360990178,5.175613726119909,99.60451162729727,23.35921392720686,17.724581094253914,Low
maize,1213.3,35.21570097233795,69.20157231266516,5.338430959256485,29.155443788588002,8.708557750951044,41.29930627494049,Low
maize,1213.3,31.225543951389923,72.73224211981248,7.521598595119647,50.319619578653665,68.65645254239263,57.63968201181619,High
rice,1213.3,35.41934359909122,40.54581016203096,5.9863875115341525,41.40928000515248,5.746980590322749,22.039343988666207,Low
rice,1213.3,29.875911927287817,65.52523376994272,5.645054889325347,51.017856379520886,75.2834370441104,5.30760878226253,Medium
rice,1213.3,30.45465658763988,92.99245824881736,5.137766579369053,22.306982278347338,52.07149054870294,30.7201336877529,Medium
banana,2412.6,28.550820367170992,68.54677540712518,5.076463491951706,62.910558556408816,29.138497640099022,77.66445016008413,Medium
rice,2412.6,20.508382534881903,77.26482471024242,7.710699610919268,97.18889783060723,23.485843218255216,57.1225595454385,High
rice,2412.6,22.157828539866088,57.15251218542858,5.4705169957934245,55.776411193573146,5.675424819835643,35.0994082955918,Low
rice,2412.6,20.628583713734685,82.56952579840194,6.637022155899028,61.4205612282929,22.660356275815786,19.443207301013025,Medium
banana,6258.8,32.72820822527561,82.51068150318633,7.120638853128191,102.60827230735114,15.329622613785583,31.706725531606025,Medium
jute,6258.8,26.287119621526536,68.67128262097765,6.499231301990962,86.19668318337354,50.91246655423592,17.737957497593598,Medium
maize,6258.8,30.171413823294056,93.68076028035675,5.094873283176816,61.402256979775245,17.4909191445351,12.972936598471357,Low
rice,6258.8,38.15132947852186,46.905261811945934,7.742255259057681,34.63499954175566,44.64723781524645,73.00567794294155,Low
rice,6258.8,24.9858445829775,40.93212156892695,5.036796285895787,106.76657588717116,49.258731675835314,79.82377537816052,Low
banana,1434.5875,28.207658460712594,82.35870164664027,7.6666146303211935,71.3573461944142,27.353127376018588,17.308582969684274,Medium
rice,1434.5875,35.11102277086097,84.39355455506853,8.126565728258429,30.43197516272974,7.629871176403903,9.08919191587098,Low
jute,1907.7,24.57596330983245,46.611397601631694,6.5149397237001025,35.94877155337119,7.794041046064708,29.729833035965925,Medium
maize,1907.7,21.53959819657586,54.60705581272333,6.874398655842294,97.36030522766828,6.97604991454382,39.624438557106146,Medium
rice,1907.7,25.79502905827536,40.96537998516459,6.669441874161788,10.076739640057378,60.43435003524097,20.361593530689085,Low
rice,1907.7,23.22442574508009,56.13197359293106,6.362230165182035,119.09060150831431,28.85072786107236,27.606868384891886,High
rice,1907.7,38.59395304685146,82.52280306552693,8.10598587379626,19.990443167201054,64.72251394757477,20.065305176874325,Low
banana,928.4,36.16240759128834,68.48782902419184,8.128767287344967,96.5478804206478,37.379961788213684,63.069542632433844,Low
maize,928.4,32.66807513020847,59.14525762425585,6.175357276245371,50.39916142874353,38.97485756224729,58.443345743544555,High
maize,928.4,37.429211803754356,60.44566121984816,7.152744139051443,61.60486107805869,43.46619518821803,52.62136368207363,Medium
rice,928.4,36.07344153798229,40.074449414350745,8.244176467510524,106.27481640842646,58.47735922813279,34.041339280940356,Low
rice,928.4,23.731401177720716,56.489029016087976,8.36720474629473,52.48478680275952,25.51271493722803,73.1780705985677,Medium
banana,1824.7,37.85117996979956,75.55523079008617,6.781356641477166,66.81178167242197,14.119051215014517,77.7149406151265,Low
jute,1824.7,30.786844838313016,93.58069440989965,6.584886818495144,10.669461177054544,46.70430013935961,18.0229484469059,Medium
maize,1824.7,36.14880310328125,86.58834548411447,5.97543010574984,5.269959494757113,29.523321743205447,21.725948105890854,Low
rice,1824.7,37.92182599846986,41.2977230555041,8.356051556166435,33.15198539519848,38.1868485251028,44.42232710002772,Low
rice,1824.7,26.360069499437277,89.42083325711616,5.4998500656550355,83.26705568565824,53.5210031252979,11.843792696168396,Low
rice,1824.7,22.201038490553536,83.07591273142442,7.029403516167037,18.94546273630072,42.059430585595294,37.73362991173346,Medium
banana,2530.6,24.558703250838832,82.92068679640391,5.988925936315236,18.082625262523184,51.52091128256322,48.63434485832826,Medium
rice,2530.6,28.542155772525128,65.18976674519644,5.976529016217288,52.26046992412888,45.81500015852209,44.15551783529998,High
rice,2530.6,36.36029531844986,61.89029111249766,6.41739005581666,79.50125943994605,60.484727895207435,29.818143730851954,Medium
maize,1002.9,37.21461166512687,56.66036508582559,8.495775275354791,86.88827910851201,57.945246328371496,45.68343545579051,Low
maize,1002.9,20.139042610623815,43.613217242490116,5.192382073939378,25.5218275213131,45.06424188564644,76.91007156941359,Low
maize,1002.9,30.214946051551316,52.55294499215345,7.02489636371236,14.152636947784881,55.917726564478016,20.451305321853205,Medium
rice,1002.9,28.348220062975578,53.56319992379135,5.289002553123471,113.14565890373758,70.51697017044596,54.112351879550275,Medium
rice,1002.9,24.442156209414605,66.62423883406109,5.5408229049668165,34.9766339946417,37.42034658411264,8.25475206170389,Medium
rice,1002.9,22.397307346673657,81.10944236281817,6.538470296205145,103.13484722500324,35.95723045615952,9.98123033610762,Medium
banana,2946.7,26.75230342807256,66.05954056188706,6.786610459712545,104.3015168032241,62.31842156392851,46.387116816768874,High
rice,2946.7,38.858194078250385,43.181444719593834,5.905773429275834,93.84009805269261,48.69153777814955,12.87043852459621,Low
rice,2946.7,26.464058640415104,92.67843905435122,6.107599958060456,24.41586476504556,10.325508516694141,6.6760091320143005,Medium
rice,2946.7,30.37581243486732,91.84983755017618,5.304384570895766,99.50716781423304,71.9084011768311,17.863474823601663,Low
jute,4241.0,34.060379177903556,83.18542487316246,6.061269243454877,93.46381431278247,7.30873266782301,47.36368782496808,Medium
maize,4241.0,27.27259204758588,94.52303458603214,8.382954537831903,73.62314386221496,61.12972671573073,57.75057158891993,Medium
rice,4241.0,39.435641654419214,69.94652830401446,8.306475835853686,43.77823404442957,61.90956070282347,20.1858923106035,Low
banana,1434.5875,39.24894589884222,92.95225926392634,6.172074015479447,35.18848949065257,76.48333139614478,55.11945779061308,Medium
rice,1434.5875,25.035645916507285,44.1582772339213,6.9979887769756655,19.017259389241282,9.060080630174056,18.6857248324422,Low
jute,1556.6,29.94497011784771,60.11244115437542,8.183583868888306,63.62206269360021,49.76426455883682,51.00930699734428,Medium
maize,1556.6,26.017566196335395,52.395969740372124,5.021643379243138,72.30500068363234,37.08804279702897,35.89697599218491,Medium
rice,1556.6,25.696809887549353,50.77081962738485,7.837392496181572,46.32398390931553,29.797471614465653,54.03496320002126,Medium
rice,1556.6,20.737738947090655,47.74416218909718,8.319293434761217,59.66629278329988,11.773892022430477,79.62895643594355,Low
rice,1556.6,32.19128667959794,74.23275028612981,5.319640070167449,46.80416259746567,47.19905897534819,75.33627239244215,Medium
banana,648.1,30.05358046457723,82.97270206610179,5.565066901115223,78.71569659188064,40.928054425596024,5.321131837707772,Medium
maize,648.1,21.029575024999787,71.80641196811983,8.362612059699744,108.64480889660479,12.84158436132682,71.40790732717294,Low
maize,648.1,25.57292928473223,48.08294902735153,6.881390502741212,23.85083013539866,50.936713032281254,9.98680963810749,Medium
rice,648.1,38.165317719333075,84.6118073463409,5.049688220651033,48.8620131388592,60.346484018970386,76.47849396198838,Low
rice,648.1,24.79123781333945,74.97750889400507,5.901711995672352,21.19988945434905,62.545872579023616,26.136925932476352,High
banana,1973.6,22.897897441824462,61.349113836984756,6.574802859941009,76.86853359690068,72.90298911968206,33.65261228084532,High
jute,1973.6,29.78905520555126,77.07716625448347,7.425181188586687,88.82010859118851,35.710305641658294,11.872865388179589,Medium
maize,1973.6,39.71300908221201,54.29477385835581,7.566061323478799,112.16996424870743,76.48045764666027,13.42045687466822,Low
rice,1973.6,24.84110543023001,58.98557146718158,8.483975295239096,37.07027152001096,69.90720538120145,59.50554239219897,Medium
rice,1973.6,33.44271094811757,90.46172137225946,6.006289197843157,114.27428867452447,27.23761782679543,75.82491768112187,High
rice,1973.6,35.232392306574354,55.977747811928126,6.883770356539664,12.275207259377602,16.946227801209385,50.806137121573215,Low
banana,2516.3,24.752750879847994,65.84935474868651,6.866632417508617,74.34659428692764,37.654204709601004,58.688751164510826,High
rice,2516.3,34.56432697223719,88.9577625567808,6.419758408065331,11.570262724482948,35.14240309669749,62.147730844786516,Medium
rice,2516.3,27.355662654385064,78.92467426471401,5.592066628448471,107.78403159262366,48.178947899840324,24.711070591470627,High
banana,2511.2,32.64611661187159,43.42117743905865,8.42109797114345,65.92804156305621,48.7539674245811,8.39222231901612,Low
rice,2511.2,32.670594215217896,48.10166743534337,7.986610153333052,81.97506033772154,61.249023828498146,5.140455793937644,Low
rice,2511.2,30.71549368149517,40.431287492455425,6.74416559902983,100.63100147970204,43.24174611542076,31.2986962215514,Medium
rice,2511.2,21.805795401088165,74.70069846260398,7.1113589793941046,22.285721585656407,12.861698070557416,23.109817114941208,Medium
banana,315.9,36.70604991178476,64.62203839757301,5.795413687458818,9.438029622885391,69.37185016648296,9.673829378688923,Low
maize,315.9,26.415601299434716,47.38511679962515,6.903254746371115,106.071331779978,28.232343738889032,18.464621937025008,Medium
rice,315.9,23.730370207997083,92.68637665812238,7.432395465925165,41.217321157777235,77.84730952299441,14.337417370096086,Medium
jute,1629.1,20.81550283109528,69.13128481700909,6.803084599353061,19.832574411624005,13.83950815098276,73.61587854630278,Medium
maize,1629.1,31.817858863764837,53.304131176208905,8.465998097047294,58.87304226501495,76.86883791743774,15.52004100943767,Low
rice,1629.1,33.55128723684565,67.53319641350892,7.139695796867041,73.80519870504216,11.825885516188773,45.32363479907594,Medium
rice,1629.1,20.331756578557123,77.37911830043093,6.298407994072591,8.561619393588664,22.32771034602946,49.48294663341234,Medium
rice,1629.1,30.24186116598562,44.19315698854604,7.702532096655434,36.61300069956509,8.49349565649062,45.76170932814753,Low
banana,826.0,24.529915503958758,55.10870982763406,5.596618790535747,8.77198554184304,57.88348599792462,12.429232566199097,Low
maize,826.0,32.903455808188994,84.38310199861965,6.3458053479719325,53.33856975748238,68.77240524288439,28.909877131291342,High
maize,826.0,23.487328580099827,65.28156787214637,6.214356326321551,107.9365033426181,37.55533113619853,8.845274934736494,Medium
rice,826.0,33.81875476204932,70.06174281177621,6.511324832877221,118.00502732176045,74.63915562818222,34.6752435572237,High
rice,826.0,27.734706926010748,63.80488012152081,7.736229390750542,78.26046865291717,49.27243038166997,19.1449198453694,Medium
banana,2213.7,38.73459977473469,42.41449684536528,6.694605612571927,23.588334785228056,52.25053515848924,47.12243999632848,Low
jute,2213.7,22.750418882919867,49.11623789010858,7.779050575930869,109.17267984992016,68.40644012755774,56.96062953868254,Medium
maize,2213.7,26.82132702100517,64.504790130804,7.01771116098953,64.36849966800696,27.260015378887918,44.908989515352985,Low
rice,2213.7,22.269470424811782,51.50520059743603,6.1972430213014436,22.68117089183558,31.569929099571933,37.56775224585468,Medium
rice,2213.7,38.49387236557126,42.74884657628233,7.834925602892154,110.99856698694106,72.94639393959832,34.05000656425193,Low
rice,2213.7,37.54678706761962,86.40073152285031,5.834013846935821,92.10894083315685,72.57226220290728,68.12688260727528,Medium
banana,3011.6,25.15883255430311,93.96558910402638,5.785340429299284,89.14610636316243,78.23620821506532,21.452604879895254,High
rice,3011.6,33.199680920683576,83.62285806982067,6.765760234191925,86.55578093635654,72.63787373312533,60.066375464665164,High
rice,3011.6,36.34444400402432,86.95817069375668,5.912972360867311,28.03907942609087,14.552902702502067,61.811174355508925,Low
banana,867.6,31.10401623198925,53.308742167437494,5.031804622329257,29.265769546365497,66.77932146027405,36.44000054530508,Medium
maize,867.6,30.59301156712013,92.83448365322599,7.269041345545805,84.15369481913433,35.737885858219556,27.29754494192295,High
maize,867.6,24.837045818009035,50.83091374493856,6.788828375153393,30.268116262695642,79.31010169594533,40.29061145344814,High
maize,867.6,21.862055356117985,92.32863956990077,6.5593123507260644,55.447245132350616,40.42107232466008,11.991044441952388,Medium
rice,867.6,37.944315159066534,94.7150611681273,8.384389801164104,94.93020994330325,46.537706187666544,8.444752417181748,Low
rice,867.6,38.00836114326661,79.14475431603267,6.999197143870198,95.15453958125171,44.73311864425989,13.370239958891885,Low
rice,867.6,32.66202914546536,93.96290524855021,8.022010522262846,57.125103840473855,29.130277239370834,19.035877359666962,Low
banana,2386.0,26.780595820974014,71.3246878761907,5.4880758267180605,96.10184290165319,10.626656666968863,42.81326152535323,Low
rice,2386.0,26.984191492253217,54.274798074684966,6.992222620952997,101.44150656277652,72.17384228014389,68.68524771208416,High
rice,2386.0,34.51911357740479,64.03477371160915,8.037928693558161,80.29921139768993,65.20068593947151,22.673174899976523,Medium
rice,2386.0,37.94220519905154,72.64585144583323,7.040870150479643,31.26897301546832,15.464508541975196,75.13715080600835,Low
banana,3321.3,37.741728485302346,44.01948591148582,7.513049623444505,36.511354744337964,63.25762035125547,76.61809317012526,Low
jute,3321.3,35.597510917152476,74.22887955394853,6.302152487342726,41.206732872004565,51.93849995379575,76.9178453633904,High
maize,3321.3,32.84063292308576,93.9647810219262,5.323573309629733,18.43247238940448,35.68578409382167,67.8172051007243,Low
rice,3321.3,21.682799299900978,50.45592073810502,6.60265103294475,36.41335634254369,24.051586182167206,32.28687805982905,High
banana,1434.5875,23.232574281892276,83.59273139586108,6.380677867936001,29.094710795941193,69.47965876266744,10.45129332519673,Medium
rice,1434.5875,37.97108377054158,89.93443365787905,8.034710638326317,57.362806227989246,57.51411944705398,47.66140488248712,Low
banana,345.6,32.1285811931918,91.90358760511214,5.853983558233653,109.47031800531047,46.08049321018527,46.90110829529253,High
maize,345.6,20.183941032332594,92.80745824229959,8.383569796372878,17.01523642670518,50.71764004238481,68.74818253321968,Low
rice,345.6,22.02943085732064,68.68028012968095,8.353483419315737,87.83081125395049,11.829963656163574,79.69932882095789,Low
jute,1526.7,33.27003538216111,93.7519349395327,5.866710750750036,84.03754550750969,40.543982068339396,43.11179799201107,Medium
maize,1526.7,20.101231676924375,81.65206139239413,6.218181844170622,16.01173284628613,19.52752195892765,30.890302327983818,Medium
rice,1526.7,23.216161028349973,48.891928993032906,8.134445093058599,111.09582656416701,20.628775925661905,18.942628366720026,Low
rice,1526.7,30.974675787331723,66.22950585573835,8.383177773136376,70.37430324803425,54.597797171515005,5.359986861302805,Low
rice,1526.7,33.83790395385387,79.50821464546021,6.5520368599261545,46.828434930603684,73.3442113875716,43.183526936665935,High
banana,1117.7,33.03922519005201,53.60371737004958,6.123489659743142,92.00193710196027,35.28174578587599,46.66390000269468,Medium
maize,1117.7,24.485386189211198,75.2338350951888,6.841329046380397,34.59702771618792,20.581195475914278,66.8703859863048,High
maize,1117.7,34.24358442695072,76.66302634756406,7.407192222280072,84.75363126032684,53.65602029274907,42.843272591960044,High
maize,1117.7,24.744981749936002,48.948485909471124,5.957160803812429,9.56678887080843,70.33902847627382,73.73512614995424,Low
rice,1117.7,26.507993963185356,71.0796921849016,7.577656111166755,101.53192432506627,61.12391008418681,52.106260742857664,High
rice,1117.7,34.92982810236048,82.43948010382343,5.180800749901244,56.539647407451625,70.15679229024404,68.02521786658124,Medium
rice,1117.7,32.992657980944294,67.43926154947681,5.1725307246754575,78.2196851511633,45.24160032580995,16.122630110581035,Low
banana,2880.2,36.98446820988356,40.66567142268591,6.352006968009408,30.44234927776862,61.390718327689314,69.1502097726736,Low
rice,2880.2,33.15225784600687,40.49711579936107,6.237156172212522,82.86347695572151,15.504841951920236,55.63578908328863,Low
rice,2880.2,31.36617206670943,59.63661391835067,6.104716253785033,93.80763172772681,31.12059615223936,17.76747743287479,Medium
rice,2880.2,21.87349535656185,90.94067376374801,6.718569169341185,59.419516491705856,34.21618733611418,19.232266860950816,Medium
banana,4767.9,27.35431606118867,52.577222878198484,6.122567538090499,76.03859626710634,43.34718096845259,74.4875464283166,High
jute,4767.9,25.30404735363451,74.89000288794279,5.6729027146383215,57.47748123957584,74.68072701926178,7.416152033777966,Medium
maize,4767.9,24.87979286758167,52.21417288813263,6.083143421810103,107.82050746465224,70.57224201666307,39.69012074717796,Medium
rice,4767.9,39.46021109504891,57.69184943127517,8.412164954835822,62.2549557591467,15.08941192168884,28.510646745057617,Low
rice,4767.9,27.861954493335208,86.64231492808162,6.43889695948197,101.80800153831417,17.95922389118474,54.8808079998821,Medium
rice,4767.9,37.84093110354227,80.08737932484708,6.556494719004175,97.15548670107859,31.82304121916835,67.9722040676744,Medium
banana,1034.0,32.62277251994526,45.246960252226586,7.0179074648289905,52.208054455061,26.805789941800544,32.02835911674272,High
maize,1034.0,35.89622607083297,63.57861115425385,8.441692689449793,31.45971656360963,51.10782148671967,37.01765654921279,Medium
rice,1034.0,30.052741862103844,41.604337000489544,5.84560446752517,51.69944524437366,72.70820358234087,78.64383383760607,Medium
banana,1075.5,31.53807769252718,66.44895806316549,7.384487386863518,100.01499821415031,77.17186562544401,63.79373822594021,High
maize,1075.5,29.850353876377277,76.43387064355875,7.505946427396035,31.177741619230122,54.02022144014199,72.29030981988436,High
maize,1075.5,23.90485975596089,46.517644297898336,7.125635458775731,65.31017977364118,67.8619401050815,37.90716654887223,High
