temperature,humidity,rainfall,soil_pH,disease_risk
22.2286982,81.85872947,278.0791793,6.939083505,High
26.73072391,81.78596776,280.4044392,7.868474653,High
24.88921174,81.97927117,185.9461429,5.005306977,High
26.88444878,81.46033732,194.5766559,6.136131869,High
22.67846116,83.72874389,200.9133156,7.524080076,High
26.08867875,80.37979919,182.9043504,5.706943251,High
25.42977518,82.94682591,195.3574542,5.758506323,High
26.40323239,81.05635517,223.3671883,6.349606327,High
26.04371967,84.96907151,186.7536773,5.999969026,High
25.2827223,80.54372813,220.1156708,5.453592032,High
22.08576562,83.47038318,231.7364957,6.372576327,High
23.28617173,81.43321641,242.3170629,5.105588355,High
25.48591986,81.40633547,182.6549356,5.935344406,High
23.67575393,81.03569343,233.7034975,5.17782304,High
20.82477109,84.1341879,230.2242223,6.462391607,High
26.92995077,81.91411159,290.6793783,7.069172227,High
23.83509503,83.88387074,241.2013513,7.473134377,High
26.52872817,80.12267476,218.9163567,6.158376967,High
26.46428311,83.85642678,248.2256491,7.549873681,High
22.69657794,82.81088865,256.9964761,6.028321558,High
22.68319059,83.46358271,194.2651719,6.604993475,High
21.53346343,82.14004101,295.9248796,6.500343222,High
21.40865769,83.3293191,287.5766935,5.935745417,High
26.54348085,84.67353597,183.6222657,7.072655622,High
23.35905428,83.59512273,188.413665,5.333322606,High
22.61359953,63.69070564,87.75953857,5.749914421,Low
26.10018422,71.57476937,102.2662445,6.931756558,Medium
23.55882094,71.59351368,66.71995467,6.657964753,Low
19.97215954,57.68272924,60.65171481,6.596060648,Low
18.47891261,62.69503871,65.43835393,5.970458434,Low
21.77689322,57.80840636,102.0861694,6.158830619,Low
25.6217169,66.50415474,105.4654703,6.047906679,Medium
25.19192419,66.6902901,78.06639649,5.913664501,Low
20.41683147,62.5542482,65.27798457,5.855442401,Low
24.92162194,66.78627406,109.2162279,5.750254943,Medium
23.31689124,73.4541537,94.29712821,5.852607099,Low
24.84016732,68.3584573,74.05474936,6.472523287,Low
22.27526694,58.84015925,63.87020584,6.967057762,Low
18.87751445,65.76816093,94.76189431,6.082973754,Low
25.19008683,60.2001687,72.12375573,5.919045532,Low
18.25405352,55.28220433,63.72358154,6.204747653,Low
24.6129118,70.4162444,104.1626147,6.600827017,Medium
25.1420613,65.26185135,76.68456006,6.021902237,Low
23.09348056,60.1159381,65.49730729,6.033550195,Low
18.05033737,62.89366992,84.23613484,6.28886807,Low
24.9321581,73.80435276,79.74078719,6.550563823,Low
18.14710054,71.09445342,88.07753741,5.573286437,Low
18.28362235,66.65952796,80.97573281,6.829199275,Low
18.83344471,58.75082029,79.7532896,5.716222912,Low
25.71895816,67.22190688,74.51490791,5.54990242,Low
25.33797709,68.49835977,96.46380213,6.586244581,Low
23.89114571,57.48775781,102.8301942,5.893093135,Low
21.53574127,71.50905983,102.4852929,5.918263801,Medium
23.08974909,63.10459626,70.43473609,5.588650585,Low
25.61707368,63.4711755,108.8303762,6.576418207,Low
21.44526922,63.1621551,65.88951188,6.178056304,Low
18.51816776,55.53128131,90.988051,6.641906353,Low
22.53510514,67.99257471,64.40866039,6.489040367,Low
23.02038334,61.89472002,63.03843397,5.680361038,Low
24.89364635,65.61418761,87.9298085,6.625404348,Low
25.77175115,74.089114,107.4931917,6.524478032,Medium
19.39851734,62.35750641,60.95197486,5.696205468,Low
21.54156232,59.64024162,109.7515385,6.803931519,Low
23.79746068,74.82913698,91.76337172,6.252797548,Low
18.9802729,74.52600826,94.26249353,6.092725883,Low
24.10859207,73.13112261,71.07562236,6.234330356,Low
24.7947077,70.04556743,76.72860067,5.722579819,Low
21.63162756,60.27766379,69.21803098,6.430616465,Low
25.37548751,57.21025565,101.7004306,5.983952675,Low
22.21738222,72.85462807,106.6213157,6.80163854,Medium
20.58314011,69.00128641,66.29390357,6.499936446,Low
24.87502824,68.74248334,91.26056654,6.265564338,Low
20.03728219,56.35606753,109.024141,6.727303282,Low
25.95263264,61.89082199,99.57981207,6.325235159,Low
19.28889933,65.47050802,71.3195307,6.807487794,Low
20.57981887,65.34583901,78.34604471,6.671085817,Low
24.71417533,56.73426469,88.45361858,6.648725327,Low
20.27317074,63.91281869,62.50351892,6.439071996,Low
18.41932981,64.23580251,76.41312437,6.474476516,Low
23.39128187,61.74427165,107.3198135,5.871647806,Low
19.84939404,61.24500053,100.7689246,5.730617109,Low
21.869274,61.91044947,107.2681929,5.850439831,Low
22.8056033,56.50768935,101.5952794,5.791649933,Low
19.0781471,69.02298571,80.72515943,6.740000688,Low
22.02720976,65.35549924,83.73280082,6.272417541,Low
23.80546189,59.24537979,89.9622014,5.715208817,Low
18.52510753,69.0276233,88.10234397,5.773454729,Low
23.50297882,61.32026065,64.77791424,5.584171461,Low
26.54986394,72.89187265,73.33636055,5.787268394,Low
19.29563411,69.63481219,83.21030571,5.77597783,Low
20.68899915,59.4375337,103.651438,6.864793607,Low
19.32666088,68.034493,84.22969177,6.192360003,Low
24.60532218,73.58868502,96.59195302,6.636803223,Low
22.27373646,59.52193158,67.96704792,5.826426917,Low
25.70196694,61.33450447,83.20711308,6.960358276,Low
19.20129357,68.30578978,87.85092352,6.11275104,Low
21.70181447,60.47470519,95.71388473,6.708446922,Low
20.51716779,59.21235483,67.61013737,5.561510732,Low
23.30355338,73.62548442,97.59081274,5.873242491,Low
24.2547451,55.64709899,64.23845455,6.995843776,Low
24.86374934,65.7420046,75.82270467,5.714799723,Low
22.6265115,65.77472881,88.17251033,6.78073637,Low
18.04185513,60.61494304,104.2321615,5.513697923,Low
23.26237612,72.33125523,67.10225139,5.798423908,Low
22.88330922,71.59722446,67.72777298,6.352471866,Low
25.97482359,69.36385721,103.2234212,6.822586546,Medium
26.14384005,66.20569924,107.2361366,6.655426355,Medium
18.66116213,61.55327249,75.03247667,6.121294041,Low
25.10787449,55.97732754,78.16077693,5.790770203,Low
23.33844615,59.24580604,105.0083144,6.47444292,Low
25.08239719,65.92195844,62.49190812,6.455116637,Low
25.36768364,72.52054555,107.9124111,6.606984086,Medium
25.34217103,63.31801994,74.52082026,6.330554389,Low
25.00933355,67.816568,62.91359494,6.528631266,Low
18.66746724,71.516474,69.93293255,5.721667141,Low
20.37999665,63.73849998,108.5054416,6.644205485,Low
18.09300227,72.61024172,78.96159541,6.376651091,Low
26.16985907,71.96246617,79.84925393,6.247040422,Low
18.65396672,61.37879671,93.62039175,6.656730008,Low
26.07470121,59.37147589,85.75692395,6.2048017,Low
18.92851916,72.80086137,82.34162918,6.158860284,Low
23.30546753,63.24648023,108.7603001,6.385684214,Low
18.74826712,62.49878458,70.23401597,6.417820493,Low
19.74213321,59.66263104,65.50861389,6.381201909,Low
25.73044432,70.74739256,98.73771338,6.877869005,Low
17.02498456,16.98861173,88.55123143,7.485996067,Low
19.02061277,17.13159126,79.92698081,6.920251378,Low
17.88776475,15.40589717,68.54932919,5.996932037,Low
18.86805647,15.65809214,88.51048983,6.391173589,Low
18.36952567,19.56381041,79.26357665,7.152811172,Low
20.45078582,15.40312102,92.68373702,5.988992796,Low
20.6543203,16.60820843,74.6631118,6.231049028,Low
17.3348681,18.74926979,82.61734721,7.550808267,Low
18.17912258,18.90426935,81.84997529,7.010570541,Low
18.01272266,18.30968112,81.98568791,8.753795334,Low
20.99373558,19.33470387,93.55280105,8.718192847,Low
19.46233971,15.22538951,74.58565097,7.976607593,Low
19.81344531,14.69765308,78.96514709,6.515499549,Low
18.97424756,19.5161216,80.7108745,8.490127142,Low
18.19737048,14.71070537,70.18185181,6.576415562,Low
18.72963144,19.18197264,71.58010169,6.481783043,Low
20.99502153,19.8601304,73.50734019,7.966605025,Low
20.28155898,16.39535215,82.52339655,8.140825437,Low
17.48042641,15.7559405,66.96980581,7.228963452,Low
20.88818675,14.32313811,90.46228334,6.492546046,Low
17.08498521,16.14565756,71.31007253,7.528599957,Low
20.09340593,15.11279612,85.74904898,7.701446446,Low
17.57212145,14.99927489,89.31050665,8.519975748,Low
19.12065218,18.43475844,85.52950164,6.620900869,Low
18.57665902,19.22008229,72.94940441,8.104396058,Low
17.16606398,14.42457525,72.32667516,6.204090835,Low
18.2872007,16.67921616,74.87445574,6.051091339,Low
19.03025305,18.66725565,94.70992037,7.690962338,Low
17.1418614,17.0662427,83.74606679,7.829211144,Low
17.47809436,17.93253975,78.92060234,6.761599706,Low
20.56601874,14.25803981,83.75937135,6.654425315,Low
17.22385224,15.82069268,76.57580954,6.129533877,Low
19.69141713,19.44225438,91.76071648,8.829273328,Low
17.84851658,19.09172907,76.32470713,8.621662982,Low
18.8202251,16.1074793,89.73119396,8.204862075,Low
17.47500984,16.54314829,93.35034262,6.18042747,Low
18.72649425,17.58406365,81.20176515,7.978996755,Low
18.65580107,16.17772668,81.70769297,7.863113671,Low
18.2356751,19.68538502,83.74879344,6.967843048,Low
18.81198127,15.21618225,77.5429424,6.206582193,Low
18.65054116,17.80852431,77.92798682,8.868741443,Low
20.36720401,16.89574311,82.2545577,8.766128654,Low
18.38120357,16.63805158,70.52056697,8.736337905,Low
17.17012591,17.30457712,72.78624223,8.081095263,Low
19.37101121,15.77458129,85.24819851,6.138243973,Low
17.92845928,14.27327988,85.37378769,7.496645259,Low
19.45339934,18.23490739,75.6317566,8.380185271,Low
19.12829388,14.92241479,89.61857826,6.289614016,Low
19.1034283,17.26184541,75.49101167,6.586777189,Low
17.48504075,16.96070581,86.05078037,6.89655198,Low
19.40751744,18.98030507,80.25064637,7.806747656,Low
20.18649426,19.63719995,78.26039559,7.150681303,Low
17.30287885,15.15405941,75.57790384,6.64919573,Low
17.50361137,15.48083156,72.9446671,7.778591618,Low
18.17234999,14.70085967,90.7760707,6.358740355,Low
17.57445618,16.71826572,77.81891424,8.255450758,Low
20.93175255,18.91295403,78.06910795,6.456148474,Low
19.71098332,17.63879418,85.57925437,6.613072145,Low
19.07937684,17.86754927,69.40619137,8.165359297,Low
18.54988627,16.02542689,76.32565249,7.64867466,Low
18.19903647,17.41333199,80.6405403,6.545888558,Low
18.88852533,14.99451145,80.1113384,7.104224797,Low
18.49311205,14.72115044,91.94595352,7.358099622,Low
19.48974337,17.17260319,87.51312796,6.4740245,Low
17.25769499,18.74943955,94.00287214,7.840339389,Low
19.62416326,18.71483156,88.4585692,7.064790365,Low
20.67526473,19.85388984,84.78344008,7.599033472,Low
20.02381489,16.63294455,68.97806542,6.715587232,Low
20.1187446,14.44228303,88.68168643,6.81712422,Low
20.65691793,15.84572566,65.23811143,7.985417393,Low
19.2582557,14.2804191,65.78042032,7.545258424,Low
17.927806,15.85622899,74.63872762,7.728998197,Low
19.16288268,15.83500655,82.69766829,7.354973451,Low
20.26942271,19.96978871,69.64449182,7.313122235,Low
17.09104223,18.25142068,87.27444866,7.785039076,Low
17.06579293,17.54024066,70.87150577,6.307004923,Low
20.62767492,14.44008871,92.06630306,6.403982316,Low
20.8248451,17.85057083,79.20509212,7.599279991,Low
19.46210401,18.72831993,68.81405149,7.217018459,Low
17.18248372,16.42891834,72.85017344,7.561108006,Low
17.48911699,16.39055394,79.45758333,7.489545074,Low
17.48395377,14.76014523,65.11365631,6.609696734,Low
19.48316794,17.44534641,80.4986291,7.476800943,Low
19.71359733,18.09665739,73.64476535,7.325451279,Low
19.48649305,16.06240074,81.5284269,6.489389282,Low
19.95264829,14.82633099,88.6810311,7.786366322,Low
19.41789736,16.80472243,68.4951189,6.408437886,Low
19.45591848,18.02235902,78.44910564,8.423873703,Low
20.19137759,16.41998269,77.33795356,8.719960893,Low
18.8392908,14.74071856,94.78189594,7.811997977,Low
20.71219282,19.83643308,94.03659867,6.317153205,Low
18.99424448,15.9362937,78.69707199,7.114405288,Low
19.96837462,15.57324389,69.15759062,8.135900726,Low
17.81564548,17.60756635,90.82097601,7.714153038,Low
20.71424384,15.27824066,76.77888672,7.103798069,Low
17.34150229,18.75626255,67.9545435,8.861479668,Low
17.43732714,14.33847406,73.0926704,7.861128148,Low
18.89780215,19.76182946,69.09512477,7.4526709,Low
18.59190771,14.77959596,89.60982451,7.168096055,Low
18.31561493,15.36143547,81.78710463,7.26311855,Low
17.13692774,20.59541693,128.256862,5.68597166,Low
19.63474332,18.90705639,106.3598183,5.759237003,Low
22.91350245,21.33953114,109.225556,5.873171894,Low
16.43340342,24.24045875,140.3717815,5.926676985,Low
22.13974653,23.02251117,76.64128258,5.95561668,Low
17.84806561,18.77621951,143.0984171,5.949949081,Low
19.88394011,20.31564139,60.91974792,5.789214289,Low
19.32509638,23.3334788,104.7783947,5.581021521,Low
18.4167001,23.42829938,132.9801054,5.689858133,Low
21.81167649,23.20591245,130.0608093,5.794158504,Low
19.72702528,18.28173015,143.7630894,5.748190463,Low
17.15432954,19.87070659,87.99669731,5.566522896,Low
19.62207826,18.67170854,144.1567454,5.809419584,Low
21.63149148,21.17919701,134.3649948,5.887263027,Low
16.06522754,18.72479695,88.06638775,5.99812453,Low
20.61162204,24.36314135,69.63833855,5.792744849,Low
21.42451099,20.39659714,116.5206923,5.912289889,Low
19.07096165,21.21092266,86.21917578,5.788386951,Low
21.18853178,19.63438599,137.1948633,5.728233081,Low
23.0429097,22.42610972,108.3684316,5.833940084,Low
20.65375833,23.10538637,67.71768947,5.967533236,Low
18.09551014,18.29318436,144.7902323,5.625096446,Low
18.23775702,21.07643273,69.44951585,5.515615023,Low
17.48189735,18.8251973,121.9401369,5.954665349,Low
19.9191786,21.47324158,82.68554379,5.74644777,Low
20.27514686,23.2353604,139.7521543,5.877347515,Low
15.77370214,19.2303162,108.3441414,5.979973965,Low
16.71170642,19.17651433,96.77285817,5.635993966,Low
17.66148158,18.15302753,100.6711761,5.635231778,Low
18.50692825,23.61670065,87.0513289,5.679224346,Low
24.51324787,20.81527638,64.19497947,5.670062975,Low
18.87614998,24.54038287,105.4120514,5.724242065,Low
21.59343016,20.31871249,61.13872036,5.811314232,Low
20.12373284,24.45202552,106.158201,5.783425416,Low
15.43546065,18.37477907,139.0302034,5.607808432,Low
22.64236876,21.59396123,122.3886015,5.946999529,Low
21.98560799,24.87304788,129.5650601,5.852046999,Low
20.53052663,18.09224048,120.4509288,5.824090984,Low
15.78601387,21.14544088,95.17028129,5.502999119,Low
19.6365349,19.68751084,96.65888933,5.821649914,Low
20.57341244,19.7520218,87.87869161,5.711439256,Low
20.16080524,24.84207559,138.2362122,5.514927264,Low
21.53989176,24.25386207,120.6913038,5.99616119,Low
15.53834801,23.75560241,107.3850593,5.695422863,Low
19.91853092,20.70099804,108.6434544,5.833010958,Low
20.76952209,18.93146941,109.0193712,5.568456899,Low
23.46168338,23.22197648,95.84253438,5.645435626,Low
24.32116642,21.0278674,60.27552528,5.821194486,Low
20.12574053,24.96969858,100.0497183,5.659254981,Low
21.80619564,18.57086554,125.0972687,5.945465949,Low
19.52226241,24.92607153,113.334026,5.951177452,Low
17.00067625,19.90790546,103.2926407,5.520880014,Low
16.78791503,24.96881755,75.45328039,5.578410206,Low
24.84906168,22.89464642,62.21292186,5.608165195,Low
16.51783455,20.4555596,98.77794225,5.609435128,Low
18.15300153,19.38602098,107.6907964,5.509295379,Low
23.18864385,22.3104551,63.38208822,5.902033406,Low
23.38002569,21.98879437,87.66898664,5.744117663,Low
18.358923,19.37703396,138.414764,5.717143397,Low
19.25975367,20.51346956,94.9533526,5.542690119,Low
22.95458237,24.03553105,107.7315386,5.858617867,Low
20.120043,22.89845607,104.6252153,5.618844277,Low
21.14011423,22.7182355,141.6056722,5.606620346,Low
24.92360104,18.22590825,62.7089169,5.582178402,Low
15.33042636,24.91506728,135.3315583,5.56503533,Low
18.81097271,21.27833035,125.084915,5.889614577,Low
23.44260668,22.77255917,107.4137246,5.934136378,Low
22.8352024,18.97267518,63.59276673,5.683548308,Low
24.9035819,22.27512704,146.4727237,5.70836603,Low
23.78709569,24.35679348,119.6404412,5.948164454,Low
22.05592283,19.60379304,126.7265372,5.774755144,Low
18.87492997,20.18238348,134.1811718,5.97229163,Low
18.62328774,23.02410338,135.3378033,5.532100554,Low
23.00884744,18.86880997,100.118612,5.669560726,Low
19.33162606,24.13995025,68.51253427,5.655726817,Low
16.24469193,21.35793891,66.97053257,5.591704014,Low
17.91652287,24.90814655,69.14681022,5.932323085,Low
15.46789263,21.43780702,88.88796102,5.824208309,Low
17.06104474,23.77201471,81.83420522,5.86442953,Low
21.32776028,18.48522915,109.1013261,5.866744372,Low
23.90910104,20.74619325,81.60211243,5.706198621,Low
23.89756791,22.74378977,112.6616435,5.940546818,Low
22.98666928,20.57940608,143.8584938,5.916779289,Low
21.35135729,22.91244883,146.4548645,5.779090476,Low
24.1638445,19.27907819,116.7324324,5.82738029,Low
24.62835037,18.18325169,149.7441028,5.514234138,Low
21.02213209,24.93896255,124.6118471,5.662699104,Low
17.30844532,20.01730914,115.199245,5.86390397,Low
23.82576704,24.75485098,84.64143632,5.624690248,Low
19.30607278,23.96362799,129.3449326,5.591560999,Low
16.03768615,22.33195853,130.3900798,5.976312538,Low
19.18572809,20.83398341,80.15293435,5.669236258,Low
19.92889503,21.79992115,64.02640797,5.961934481,Low
19.56376468,24.67385131,139.2921004,5.690065688,Low
18.31357543,24.32991649,76.14153904,5.698371311,Low
20.10993761,23.22323766,73.36386477,5.59503163,Low
23.60506572,21.90539577,100.5978728,5.525904526,Low
19.73136909,24.89487354,84.06354115,5.819403771,Low
20.93409877,21.1893007,133.1914419,5.562201934,Low
18.78226261,20.24768314,104.2570723,5.630664753,Low
36.51268371,57.92887167,122.6539694,6.03160778,Medium
36.89163721,62.73178224,163.7266551,5.269084669,High
29.23540524,59.38967583,103.3301803,5.985792703,Low
27.33534897,43.35795962,142.3303677,6.09186275,Low
21.0643684,55.46985938,184.6226709,5.624731338,Low
30.33276599,42.35249879,149.299952,6.446091759,Medium
31.80130272,45.03186173,147.0361442,5.623490043,Medium
33.18184225,38.23184742,198.8298806,5.864623352,Medium
29.38538562,63.47742011,90.05422663,5.761702519,Low
30.27374995,67.38680755,127.7767134,4.696518678,High
35.45790488,68.75810535,108.6333046,5.269504214,High
33.80020039,40.03262418,176.6165894,7.445444883,Medium
28.69180475,49.47225353,96.36222901,5.833031708,Low
31.24021696,56.67369054,122.0146733,7.339320929,Medium
28.98039357,57.23265151,120.7435664,6.347929353,Low
27.32198928,34.13737127,96.51524028,4.697750704,Low
21.47607807,38.80023714,180.382234,4.962661422,Medium
18.31910448,34.69776639,107.4721605,4.964887857,Medium
36.97794384,37.73992903,161.4812963,5.642813116,Medium
24.80467592,40.1242747,121.5639121,5.6093956,Low
19.3479443,55.96805489,194.5921148,4.681576043,Medium
28.88302142,50.12323801,179.2155874,5.70951224,Low
19.54314136,47.19188279,192.4372194,6.413543781,Low
24.7741949,50.54621094,114.2821387,6.007508163,Low
18.33124824,38.40975482,139.6483317,4.946369874,Medium
19.14729038,45.3733757,132.7748215,5.517208078,Low
28.23416057,49.4421345,186.5008581,5.902103172,Low
30.11812084,34.13307843,157.0858232,5.719889876,Medium
33.4126864,35.42910045,139.6702541,4.548202098,High
24.18553163,46.68746847,177.3377996,6.669529416,Low
26.88630675,41.69617915,94.46748008,4.750929218,Low
31.33170829,57.97429171,161.7820226,4.946263888,High
33.30711818,67.07780816,108.5090168,5.266227032,High
23.45379018,46.48714759,150.8712202,7.10959773,Low
34.53823889,39.04468913,168.5948318,5.617008201,Medium
19.50112224,34.51086611,197.3752649,5.632353113,Low
28.76794904,37.57792132,91.72084869,4.674941549,Low
30.97758716,32.24914235,180.716828,7.161797643,Medium
18.39759147,36.82639309,93.12330644,6.624966131,Low
35.09357419,30.98685456,116.9106908,5.004074624,High
34.93174223,30.40046769,159.2649827,6.345806011,Medium
29.50523036,35.72032498,187.8961851,6.216814453,Low
34.51934775,47.52980027,129.0064612,5.921666758,Medium
28.43430726,52.10010827,147.0414824,6.012719118,Low
18.41645629,34.80541039,163.2747473,4.684079249,Medium
31.07508973,47.19847683,91.31256412,7.077170002,Low
20.89342749,46.24856523,195.5697875,6.208843215,Low
30.90607799,52.79913039,170.9919828,7.05181629,Medium
27.9348279,66.45457122,145.3728801,4.722222454,High
35.95176642,36.52780776,136.0456753,6.418062652,Medium
19.54317155,56.92831399,173.1686574,4.803564468,Medium
19.63736208,32.31528909,176.4134092,4.608695247,Medium
31.2192752,56.46868874,129.2028653,5.611510977,Medium
33.50876355,45.70976142,126.6738117,7.322097972,Medium
24.80710166,45.01110015,188.4928637,5.023115055,Medium
36.20970524,31.94550613,191.0658531,5.617122801,Medium
30.50420876,35.48885969,162.5927723,5.391560418,High
26.01630259,49.94704718,160.3337447,5.906596905,Low
31.48469278,35.6395615,100.546816,6.574209678,Medium
33.15122581,32.45974539,105.0380275,4.807776749,High
23.50222822,51.29019509,192.3023991,4.760038039,Medium
34.87248659,38.83786012,148.2502786,5.180271502,High
28.09269012,44.93322042,197.1144011,4.895927306,Medium
24.54757829,57.3414485,118.3606557,6.436160044,Low
33.64769646,48.41490082,100.4673278,7.066087261,Medium
20.5591255,60.54880693,191.0895109,6.655918078,Low
19.95991719,59.33157782,195.787103,5.982854523,Low
28.87667593,62.4901206,182.2688175,5.457871273,Medium
36.04353699,43.61444121,159.8938645,4.759490199,High
23.6734328,47.2879691,141.1250722,7.342409555,Low
25.74679443,40.7192594,100.7791633,4.820788186,Medium
31.08564994,66.68832981,175.9303271,6.242052013,High
18.72987676,61.33186249,139.8710041,5.001038726,Medium
29.50304807,63.46513414,189.5208915,5.560224583,Low
20.43517772,39.37252634,137.2279662,4.747352458,Medium
36.00415838,56.01334416,134.8596466,7.313517308,Medium
31.46846241,35.39454002,174.5723999,5.661826398,Medium
36.30049702,56.03021253,101.6073988,4.672437054,High
29.49096726,67.10604388,153.2504506,6.471862118,Medium
30.5753044,34.75591197,177.5764304,5.384762927,High
24.69487673,59.96669215,91.95792434,5.859813416,Low
23.17409556,36.67847052,162.5931264,6.962386495,Low
19.04380471,33.10695144,155.3705624,6.12166671,Low
29.32379604,45.93248374,165.4113371,6.421748487,Low
34.6455408,54.32342534,180.9009998,4.828936119,High
21.9989826,56.31006755,136.8274312,6.98571967,Low
22.99774444,60.24218572,159.689339,4.603563116,Medium
30.55992394,35.29006485,178.8998611,6.979540061,Medium
31.46417866,48.17631461,165.405354,7.064973419,Medium
25.95058595,40.58227261,109.1821183,5.16516459,Medium
21.01142393,69.69141302,185.2039114,5.111488821,High
19.25100056,47.70351758,149.063196,5.374358869,Medium
19.24462755,50.54495302,180.6465282,5.671419084,Low
22.47253208,62.56532471,96.74706956,5.667419697,Low
36.75087487,58.25799145,124.6028153,6.07938452,Medium
29.89286629,66.35375127,198.1403003,6.931924963,Medium
29.37735586,44.82294584,172.40168,6.842744374,Low
29.65052947,42.89833235,186.9226052,6.876572503,Low
19.54284889,66.34777265,173.1106982,6.151029296,Medium
20.04611791,48.93905624,122.4564203,4.567446499,Medium
27.91095209,64.70930606,32.67891866,3.692863601,Low
27.32220619,51.27868781,36.5037914,4.371745575,Low
28.66024187,59.3189118,36.92629678,8.399135958,Low
29.02955344,61.09387478,72.98016599,8.840656256,Low
27.78031515,54.65030015,32.05025323,8.153022903,Low
31.99928579,54.1077461,71.6266696,5.270749441,Medium
27.33580911,55.27755933,73.44775287,8.050304395,Low
28.92952635,53.57014709,66.35634104,9.679240873,Low
27.65472156,58.59986279,36.94255012,6.974978386,Low
28.52396666,55.77264351,61.32935611,7.39389918,Low
31.02215872,45.89239456,53.56783314,6.68727523,Low
25.74095321,45.38497051,67.43488235,7.88118645,Low
31.70447482,56.85420099,44.94317432,5.875333778,Low
24.47876451,58.51663927,34.96933295,8.202706015,Low
31.46511256,51.79939437,74.44330654,8.985348193,Medium
25.60973447,50.7330069,53.39249517,5.87707519,Low
30.30260453,47.18283631,68.04039813,7.707595055,Low
28.17489437,43.6672299,45.78172762,4.524171562,Low
25.50634557,44.8302551,74.32635105,9.926212291,Low
31.12896766,43.58788762,32.76742894,6.455592696,Low
